CPF,Nome,Idade,Sexo,Email,Nota_ENEM,CRE_2o_Semestre,CRA_4o_Semestre,CRA_6o_Semestre,Abandonou,Semestre_Abandono
578.639.201-59,Heitor Silva,25,Masculino,heitor_silva_578@cepedi.com,765,7.181098573741243,5.212082067490526,7.522865149820981,Não,
756.932.108-12,Sofia Pinto,21,Feminino,sofia_pinto_756@cepedi.com,714,7.669588758895829,9.250980896608418,8.659619675977794,Não,
836.754.921-09,Paulo Almeida,18,Masculino,paulo_almeida_836@cepedi.com,680,5.721458151181144,7.087258730478854,9.805540469942933,Não,
623.815.904-98,Rodrigo Ramos,26,Masculino,rodrigo_ramos_623@cepedi.com,795,8.656884535255326,9.584196030175018,9.074702510831798,Não,
179.026.845-11,Renan Gomes,23,Masculino,renan_gomes_179@cepedi.com,678,6.091188034860064,8.516827387800731,5.591318667147685,Não,
041.936.875-20,Sr. Yago Gonçalves,24,Masculino,sr._yago_gonçalves_041@cepedi.com,752,9.150782998291497,8.336405742785523,5.7082600240417705,Não,
894.073.521-88,Juliana da Rosa,24,Feminino,juliana_da_rosa_894@cepedi.com,712,5.345923514758449,5.00292782732212,8.303089573665005,Não,
209.458.716-94,Lorena Carvalho,24,Feminino,lorena_carvalho_209@cepedi.com,788,6.0423018856220345,,,Sim,3.0
503.472.691-25,Marcela Duarte,28,Feminino,marcela_duarte_503@cepedi.com,641,5.590183520463487,9.16892603584406,7.258567695272266,Não,
194.385.762-82,Ana Sophia Castro,25,Feminino,ana_sophia_castro_194@cepedi.com,689,9.397019567033784,5.604126423573336,5.7944504499425395,Não,
489.627.153-09,Thomas Santos,28,Masculino,thomas_santos_489@cepedi.com,793,,,,Sim,1.0
516.972.034-34,Sarah Moura,27,Feminino,sarah_moura_516@cepedi.com,648,7.955795835248945,5.099923363169343,9.784144426983596,Não,
416.739.520-70,Anthony Moreira,22,Masculino,anthony_moreira_416@cepedi.com,715,8.855585337998237,5.251594273564948,5.539416522290658,Não,
956.701.328-40,Carlos Eduardo Moraes,19,Masculino,carlos_eduardo_moraes_956@cepedi.com,792,7.688353576341128,8.872205630735756,6.237734808439958,Não,
187.250.963-03,Ana Clara Ferreira,28,Feminino,ana_clara_ferreira_187@cepedi.com,755,8.976466695341768,9.174048939133055,8.169318258873798,Não,
849.270.156-02,Fernanda da Luz,20,Feminino,fernanda_da_luz_849@cepedi.com,685,5.031803938792779,6.372275804385349,5.063648387509036,Não,
984.215.763-64,Dra. Caroline Almeida,20,Feminino,dra._caroline_almeida_984@cepedi.com,734,6.6141370303060345,8.669223832822398,,Sim,6.0
792.058.314-41,Luigi Caldeira,27,Masculino,luigi_caldeira_792@cepedi.com,742,,,,Sim,1.0
892.510.743-05,André das Neves,21,Masculino,andré_das_neves_892@cepedi.com,713,8.514961598269823,6.517890725885595,,Sim,6.0
768.509.321-95,Sr. Theo Cunha,21,Masculino,sr._theo_cunha_768@cepedi.com,646,5.030072783852273,9.416677708523016,8.664481634566352,Não,
087.213.649-31,Mariane Moura,22,Feminino,mariane_moura_087@cepedi.com,716,9.720895194356626,,,Sim,4.0
957.860.312-68,Thales Gomes,23,Masculino,thales_gomes_957@cepedi.com,753,9.263041572605417,9.305100710062604,5.5546407990283235,Sim,8.0
253.680.947-10,Gabrielly Pires,19,Feminino,gabrielly_pires_253@cepedi.com,757,9.899747370670756,8.649254584226252,9.507111564768248,Não,
016.285.794-20,Luiz Miguel Castro,21,Masculino,luiz_miguel_castro_016@cepedi.com,647,9.152547237092639,7.737891747036866,9.250192347567522,Não,
312.459.780-04,Luiz Otávio Cardoso,25,Masculino,luiz_otávio_cardoso_312@cepedi.com,791,5.509253823506671,8.0809398263734,8.445459305632756,Não,
402.358.679-00,Carlos Eduardo Lopes,26,Masculino,carlos_eduardo_lopes_402@cepedi.com,732,7.6997685385102255,,,Sim,4.0
309.218.574-97,Gustavo Pereira,24,Masculino,gustavo_pereira_309@cepedi.com,658,7.201534453328466,7.300888018415263,,Sim,5.0
257.489.063-92,Juliana Jesus,19,Feminino,juliana_jesus_257@cepedi.com,671,9.331552825903167,,,Sim,3.0
279.061.583-77,Leandro Costa,20,Masculino,leandro_costa_279@cepedi.com,696,7.22699954936561,8.043709110257806,5.530180269901999,Não,
056.283.471-08,Diego Sales,27,Masculino,diego_sales_056@cepedi.com,720,5.2431530270226325,,,Sim,4.0
481.350.279-23,Stephany Santos,28,Feminino,stephany_santos_481@cepedi.com,701,,,,Sim,2.0
967.234.085-00,Maria Luiza Viana,22,Feminino,maria_luiza_viana_967@cepedi.com,755,6.026610011419404,8.42211628446875,5.61672538233249,Não,
543.620.871-17,Stella Jesus,22,Feminino,stella_jesus_543@cepedi.com,791,6.425419286669879,9.796010464101773,5.786566105390608,Não,
974.165.203-80,Vitória Jesus,23,Feminino,vitória_jesus_974@cepedi.com,763,7.967394392568895,9.586825058071465,9.486982249864056,Não,
794.028.153-41,Theo Vieira,26,Masculino,theo_vieira_794@cepedi.com,652,6.868425310434321,8.018633802279936,7.427848465967578,Não,
072.941.583-04,Luiz Fernando da Cruz,19,Masculino,luiz_fernando_da_cruz_072@cepedi.com,655,7.965395916701579,,,Sim,3.0
479.521.830-79,Ana Sophia Porto,25,Feminino,ana_sophia_porto_479@cepedi.com,781,5.020845386518492,9.20150725088007,,Sim,5.0
549.386.712-55,Dra. Cecília Fogaça,26,Feminino,dra._cecília_fogaça_549@cepedi.com,792,5.427348805030397,5.441062295846246,5.1062156780332115,Não,
732.154.809-05,Srta. Stephany da Rocha,23,Feminino,srta._stephany_da_rocha_732@cepedi.com,678,5.157851092667609,7.650537486709423,8.310037141106152,Não,
678.245.093-38,Francisco Ribeiro,27,Masculino,francisco_ribeiro_678@cepedi.com,668,6.45092744151074,8.762267067901194,,Sim,6.0
197.826.035-03,Catarina Lopes,18,Feminino,catarina_lopes_197@cepedi.com,702,5.802812976420454,8.703815323089644,8.529357546341402,Não,
635.748.012-62,Cauã Martins,27,Masculino,cauã_martins_635@cepedi.com,730,5.464053184033835,6.779784213438386,7.291270379154825,Não,
631.520.749-99,Maitê das Neves,25,Feminino,maitê_das_neves_631@cepedi.com,766,5.507509301431393,9.57440497708572,6.8281738632180815,Não,
328.164.790-13,Dr. Breno Souza,27,Masculino,dr._breno_souza_328@cepedi.com,764,7.445914039613701,9.790934644474081,9.612575215097843,Sim,8.0
473.218.569-09,Dr. Luiz Otávio Cunha,19,Masculino,dr._luiz_otávio_cunha_473@cepedi.com,716,8.919617543147654,6.9319234418581726,5.464940587002435,Não,
195.742.063-43,Luigi Nogueira,28,Masculino,luigi_nogueira_195@cepedi.com,702,6.146449531545523,,,Sim,4.0
802.579.361-30,Anthony da Mota,27,Masculino,anthony_da_mota_802@cepedi.com,723,8.437037194542247,9.633964471619223,7.395171549765111,Não,
120.476.389-50,Sarah Pires,19,Feminino,sarah_pires_120@cepedi.com,793,7.960285709885888,5.535677614854367,5.6470255566565815,Não,
458.179.036-01,Srta. Bianca Campos,28,Feminino,srta._bianca_campos_458@cepedi.com,747,6.435615480735922,9.285003389941846,9.010318219874712,Não,
127.965.048-67,Lívia Oliveira,21,Feminino,lívia_oliveira_127@cepedi.com,704,5.043683530194327,6.296056487420371,7.621053252849837,Não,
549.713.628-19,Vitor Hugo Silveira,18,Masculino,vitor_hugo_silveira_549@cepedi.com,758,7.8329601238216275,,,Sim,4.0
987.230.164-69,Felipe Teixeira,21,Masculino,felipe_teixeira_987@cepedi.com,774,5.043586190883443,8.240250314757468,5.671245109278919,Não,
016.435.278-35,Luiz Fernando Ferreira,27,Masculino,luiz_fernando_ferreira_016@cepedi.com,649,7.660683329573641,7.645578139656702,6.8350655345039595,Não,
976.380.514-75,Dr. Francisco Fogaça,26,Masculino,dr._francisco_fogaça_976@cepedi.com,725,5.940427118235291,5.712960629501731,5.286132940820297,Não,
123.697.845-55,Vitor Hugo da Mota,22,Masculino,vitor_hugo_da_mota_123@cepedi.com,676,7.010601750462951,5.852753926732016,7.2110721839202885,Sim,8.0
790.316.285-30,Enzo Gabriel Moreira,23,Masculino,enzo_gabriel_moreira_790@cepedi.com,780,7.778669655211832,7.903367812324506,8.818359053630834,Não,
429.057.613-34,Luiza da Cunha,24,Feminino,luiza_da_cunha_429@cepedi.com,789,5.398355461566545,6.3866931203896495,7.488386063154288,Sim,7.0
316.842.075-17,Murilo da Paz,27,Masculino,murilo_da_paz_316@cepedi.com,704,5.604544635671113,7.921632398078179,5.923620411439851,Não,
426.935.817-37,Sabrina Farias,28,Feminino,sabrina_farias_426@cepedi.com,704,6.427918433393456,8.211013767693581,8.36356994328773,Não,
840.632.157-17,Maria Fernanda Gonçalves,24,Feminino,maria_fernanda_gonçalves_840@cepedi.com,753,7.285081328681775,6.776562355007635,9.27427617518913,Não,
419.357.086-00,Dr. Otávio Barbosa,28,Masculino,dr._otávio_barbosa_419@cepedi.com,749,5.72153184330186,5.741363080442589,,Sim,6.0
795.324.018-14,Dra. Bárbara Lima,20,Feminino,dra._bárbara_lima_795@cepedi.com,695,8.557002750974863,7.482727776576446,5.908012525267654,Sim,8.0
741.593.628-00,Pietra Rodrigues,18,Feminino,pietra_rodrigues_741@cepedi.com,753,9.33859501638477,5.992517354510999,,Sim,6.0
508.142.637-71,Daniela Nunes,26,Feminino,daniela_nunes_508@cepedi.com,770,6.746549303114562,7.139545414550502,9.970045499053814,Sim,8.0
216.754.390-52,Marcelo Nascimento,19,Masculino,marcelo_nascimento_216@cepedi.com,642,,,,Sim,1.0
471.620.395-61,Elisa Pires,22,Feminino,elisa_pires_471@cepedi.com,717,9.118908898134235,7.393310228113739,9.671762159206086,Não,
536.471.082-35,Sra. Agatha Lima,18,Feminino,sra._agatha_lima_536@cepedi.com,748,9.552036616897396,8.28366784984701,5.678523724858417,Não,
368.294.015-42,Rafaela da Costa,19,Feminino,rafaela_da_costa_368@cepedi.com,741,9.061485061317304,8.73689961597187,9.520237689402077,Sim,8.0
781.963.250-02,Sr. Luiz Fernando Cardoso,18,Masculino,sr._luiz_fernando_cardoso_781@cepedi.com,740,7.631492894782944,5.691452552483926,9.03066066542305,Não,
825.369.407-56,Luiza da Mota,25,Feminino,luiza_da_mota_825@cepedi.com,657,5.724089605138733,6.271572521488899,5.108745559383003,Não,
392.651.048-05,Catarina Lopes,18,Feminino,catarina_lopes_392@cepedi.com,717,,,,Sim,1.0
837.265.049-74,Sra. Luana Souza,25,Feminino,sra._luana_souza_837@cepedi.com,682,7.800173138272737,5.102483917253595,7.273045528230245,Não,
245.391.068-05,Miguel da Costa,26,Masculino,miguel_da_costa_245@cepedi.com,720,6.950783440173204,6.717073714519861,6.357680431490336,Não,
024.835.179-60,Pedro Lucas Cavalcanti,21,Masculino,pedro_lucas_cavalcanti_024@cepedi.com,667,8.029179966032057,7.529441531381551,,Sim,6.0
042.375.169-70,Thomas Lopes,20,Masculino,thomas_lopes_042@cepedi.com,767,7.024277151468654,9.54340013731486,7.80107195291583,Não,
057.328.164-53,Lavínia Sales,18,Feminino,lavínia_sales_057@cepedi.com,733,8.804495275263037,5.091158082613953,9.269464996257813,Não,
680.793.254-56,Luiz Gustavo Mendes,19,Masculino,luiz_gustavo_mendes_680@cepedi.com,715,7.591490960100465,9.625637573126646,8.811333588824375,Não,
601.538.942-70,Luiz Gustavo Freitas,26,Masculino,luiz_gustavo_freitas_601@cepedi.com,677,8.173003930744017,6.206795185776878,6.812808763095184,Não,
487.629.013-03,Sr. Vitor Gabriel Martins,19,Masculino,sr._vitor_gabriel_martins_487@cepedi.com,650,6.613143354928907,,,Sim,4.0
739.056.824-00,Otávio Cunha,27,Masculino,otávio_cunha_739@cepedi.com,706,5.856823150168464,,,Sim,3.0
052.478.631-35,Clarice Pinto,26,Feminino,clarice_pinto_052@cepedi.com,641,7.391084103857034,,,Sim,4.0
842.036.591-24,Dr. Marcelo Costa,23,Masculino,dr._marcelo_costa_842@cepedi.com,674,,,,Sim,2.0
147.963.850-10,Ryan da Cunha,25,Masculino,ryan_da_cunha_147@cepedi.com,654,,,,Sim,2.0
678.912.530-21,Dra. Alice Porto,22,Feminino,dra._alice_porto_678@cepedi.com,787,5.960438604422742,7.66908058185045,8.740668291961,Não,
204.158.673-71,Ana Lívia da Cunha,18,Feminino,ana_lívia_da_cunha_204@cepedi.com,725,8.953732377357563,8.4458441151292,9.151014617871471,Não,
178.523.049-23,Maria Sophia Duarte,25,Feminino,maria_sophia_duarte_178@cepedi.com,783,7.6056141385659,,,Sim,3.0
710.946.358-39,Olivia Dias,25,Feminino,olivia_dias_710@cepedi.com,740,6.826915335323394,9.650717813555552,,Sim,6.0
067.852.341-07,Dr. Danilo Silveira,26,Masculino,dr._danilo_silveira_067@cepedi.com,670,7.854796928745708,6.111952166721252,7.824293177603998,Não,
153.987.620-95,Vicente da Mata,26,Masculino,vicente_da_mata_153@cepedi.com,795,6.055391524422529,8.343313509607349,,Sim,6.0
381.954.627-82,Kevin Melo,28,Masculino,kevin_melo_381@cepedi.com,725,5.441693701057565,5.637575600433365,9.998556886683547,Não,
725.614.809-76,Maria Luiza Cunha,19,Feminino,maria_luiza_cunha_725@cepedi.com,713,8.106816219489476,9.12939898386677,9.487198926467313,Não,
907.325.648-83,Isadora Silva,21,Feminino,isadora_silva_907@cepedi.com,696,5.552864581583155,5.899933080737948,9.418107727483598,Sim,8.0
297.856.341-91,Ana Luiza Cardoso,23,Feminino,ana_luiza_cardoso_297@cepedi.com,665,,,,Sim,2.0
974.856.012-02,Maria Eduarda Pinto,24,Feminino,maria_eduarda_pinto_974@cepedi.com,651,,,,Sim,2.0
065.432.718-17,Marcos Vinicius Melo,19,Masculino,marcos_vinicius_melo_065@cepedi.com,796,7.5309204523200375,5.9987907464135874,,Sim,6.0
203.416.798-87,Luiz Henrique da Mota,18,Masculino,luiz_henrique_da_mota_203@cepedi.com,651,7.029962821013777,6.994290516259513,8.578257418673171,Não,
187.435.902-41,João Guilherme Cavalcanti,23,Masculino,joão_guilherme_cavalcanti_187@cepedi.com,780,7.8279572994282205,6.398962824831954,8.441502623445121,Não,
284.610.973-78,Catarina Ribeiro,26,Feminino,catarina_ribeiro_284@cepedi.com,700,6.807684136735117,,,Sim,3.0
029.687.145-11,Sr. Pedro Miguel Ferreira,19,Masculino,sr._pedro_miguel_ferreira_029@cepedi.com,677,8.766295662258235,7.630279900579918,9.456060243283712,Não,
823.415.906-24,Sra. Lorena Cunha,27,Feminino,sra._lorena_cunha_823@cepedi.com,665,8.846064353059646,7.266810548202508,7.6969431861710085,Não,
713.980.654-39,Sra. Heloísa Moreira,21,Feminino,sra._heloísa_moreira_713@cepedi.com,668,,,,Sim,1.0
637.014.285-90,Pedro Miguel Moraes,26,Masculino,pedro_miguel_moraes_637@cepedi.com,704,8.483121681315025,5.623229222546978,7.590538602787072,Sim,8.0
534.720.186-07,Stephany Jesus,19,Feminino,stephany_jesus_534@cepedi.com,788,5.307891495443002,,,Sim,3.0
813.907.546-93,Vicente Ferreira,22,Masculino,vicente_ferreira_813@cepedi.com,747,9.31715360412566,5.613304442833365,8.359622718229307,Sim,7.0
146.753.982-19,Ana Carolina da Conceição,26,Feminino,ana_carolina_da_conceição_146@cepedi.com,751,6.818313721003236,9.316770089345798,6.78057509096063,Não,
451.798.203-32,Sra. Maria Clara da Rosa,28,Feminino,sra._maria_clara_da_rosa_451@cepedi.com,712,9.733157749002428,9.503003159909795,7.487090361490223,Não,
572.983.461-64,Sophie da Mata,18,Feminino,sophie_da_mata_572@cepedi.com,748,7.173411568838574,9.7767666632435,,Sim,6.0
924.581.370-32,João Guilherme Gonçalves,25,Masculino,joão_guilherme_gonçalves_924@cepedi.com,725,7.543684886336495,6.351865957063465,6.598684985729304,Não,
349.876.210-96,Sra. Maria Vieira,25,Feminino,sra._maria_vieira_349@cepedi.com,778,5.208706220136639,6.800352280353085,7.04795941859452,Não,
728.905.641-85,Luiz Otávio Teixeira,22,Masculino,luiz_otávio_teixeira_728@cepedi.com,665,8.865613753008754,,,Sim,3.0
845.796.320-10,Sr. João Miguel Mendes,21,Masculino,sr._joão_miguel_mendes_845@cepedi.com,650,,,,Sim,1.0
521.679.430-16,João Felipe Porto,24,Masculino,joão_felipe_porto_521@cepedi.com,649,,,,Sim,2.0
928.301.647-50,Alice Pires,25,Feminino,alice_pires_928@cepedi.com,771,7.880312948218496,7.2320420190253305,,Sim,5.0
347.698.052-92,Eduarda Monteiro,28,Feminino,eduarda_monteiro_347@cepedi.com,663,6.700409410244479,7.509203518452115,6.711416178258799,Não,
892.537.041-79,Pietro da Cruz,19,Masculino,pietro_da_cruz_892@cepedi.com,729,7.572309916281569,,,Sim,4.0
521.043.879-14,Dra. Julia Teixeira,21,Feminino,dra._julia_teixeira_521@cepedi.com,709,6.8501652162304705,5.7412725498695325,,Sim,6.0
918.246.057-49,Luiz Otávio Ferreira,25,Masculino,luiz_otávio_ferreira_918@cepedi.com,656,7.028828364190858,8.517981255255997,5.037930329900333,Não,
508.793.426-92,Camila Duarte,25,Feminino,camila_duarte_508@cepedi.com,775,9.484409087528473,8.328860165158426,5.970961680317953,Não,
578.904.361-57,Sabrina Novaes,22,Feminino,sabrina_novaes_578@cepedi.com,718,9.089420678896342,9.486367399544363,9.168556816579365,Não,
891.526.470-30,Pedro Lucas Castro,18,Masculino,pedro_lucas_castro_891@cepedi.com,756,7.132339434653,5.006510351174675,7.409226799884301,Não,
647.082.391-22,Maria Fernanda Barros,19,Feminino,maria_fernanda_barros_647@cepedi.com,722,8.920417455100814,,,Sim,3.0
862.713.950-40,Srta. Laura Barros,23,Feminino,srta._laura_barros_862@cepedi.com,662,5.338279323323581,6.058708189740016,,Sim,6.0
793.215.684-09,Pedro Henrique Rocha,28,Masculino,pedro_henrique_rocha_793@cepedi.com,670,6.873395017203424,9.701820125545199,5.443522334279717,Não,
892.534.016-05,Ana Barbosa,25,Feminino,ana_barbosa_892@cepedi.com,672,9.483366445130862,6.318364255932827,,Sim,5.0
718.562.304-90,Eloah Ribeiro,21,Feminino,eloah_ribeiro_718@cepedi.com,693,6.013300549677292,5.7924063235694785,6.222859081615522,Sim,8.0
064.583.279-00,Rebeca Aragão,28,Feminino,rebeca_aragão_064@cepedi.com,769,,,,Sim,2.0
917.264.350-16,Sabrina da Paz,24,Feminino,sabrina_da_paz_917@cepedi.com,784,,,,Sim,2.0
326.150.798-59,Isadora Peixoto,27,Feminino,isadora_peixoto_326@cepedi.com,787,7.016576436613439,,,Sim,3.0
371.546.890-48,Antônio Ribeiro,28,Masculino,antônio_ribeiro_371@cepedi.com,749,7.149157688130215,8.006458329491421,6.743649060332042,Não,
496.720.853-38,Valentina Santos,28,Feminino,valentina_santos_496@cepedi.com,779,6.1866315565923085,5.884212388545331,6.852343484977721,Não,
183.945.076-20,Pedro Henrique Barros,22,Masculino,pedro_henrique_barros_183@cepedi.com,781,,,,Sim,2.0
257.806.413-07,Luna Carvalho,20,Feminino,luna_carvalho_257@cepedi.com,772,7.310736438073773,6.9100355852165745,8.37374151572657,Não,
315.467.829-82,Maitê da Conceição,23,Feminino,maitê_da_conceição_315@cepedi.com,766,,,,Sim,1.0
314.275.906-99,Paulo da Mota,20,Masculino,paulo_da_mota_314@cepedi.com,690,8.47838713060068,5.705268003533067,,Sim,6.0
905.718.362-59,Marcos Vinicius Gomes,27,Masculino,marcos_vinicius_gomes_905@cepedi.com,718,6.371403517273305,8.947647905965427,6.458705001143532,Não,
765.194.038-57,Gabriela Nogueira,26,Feminino,gabriela_nogueira_765@cepedi.com,652,7.904814530992181,5.7000558895859275,9.16145713024142,Não,
915.634.280-24,Emanuella Ribeiro,24,Feminino,emanuella_ribeiro_915@cepedi.com,741,6.419151501033957,9.800220075571685,,Sim,6.0
341.697.205-80,Bruno Martins,28,Masculino,bruno_martins_341@cepedi.com,719,6.8794687033139095,,,Sim,3.0
952.104.368-70,Theo Moura,25,Masculino,theo_moura_952@cepedi.com,732,5.128359662191929,8.51112721146615,6.5764350712131705,Não,
812.735.649-28,Sr. Davi Luiz Fernandes,18,Masculino,sr._davi_luiz_fernandes_812@cepedi.com,697,7.213628975148915,9.541625597954162,9.442973026017189,Não,
829.136.450-89,Sophia Alves,22,Feminino,sophia_alves_829@cepedi.com,667,7.1801236088548865,,,Sim,4.0
426.980.137-96,Dr. Bernardo Mendes,27,Masculino,dr._bernardo_mendes_426@cepedi.com,788,8.567249229077389,,,Sim,4.0
018.759.624-76,Agatha da Mota,22,Feminino,agatha_da_mota_018@cepedi.com,693,9.950393574772002,7.148705047731916,9.836325752193808,Não,
506.834.972-00,Srta. Heloísa Oliveira,22,Feminino,srta._heloísa_oliveira_506@cepedi.com,712,9.763024700348996,6.975635780213134,,Sim,6.0
934.582.160-06,Sra. Bárbara Vieira,22,Feminino,sra._bárbara_vieira_934@cepedi.com,787,6.739858650791678,,,Sim,3.0
856.701.249-01,Luiz Fernando Moraes,23,Masculino,luiz_fernando_moraes_856@cepedi.com,657,7.00541999880206,6.02474345476313,6.00985674886557,Não,
468.513.907-01,Mirella das Neves,25,Feminino,mirella_das_neves_468@cepedi.com,668,7.755974473320496,9.852983987857197,9.753501828885682,Não,
179.624.038-96,Gustavo Porto,19,Masculino,gustavo_porto_179@cepedi.com,663,6.95714452513604,6.530557178526109,,Sim,5.0
396.840.725-38,Joana Nogueira,25,Feminino,joana_nogueira_396@cepedi.com,698,5.63424043155623,8.764005938813204,6.766364049957989,Sim,7.0
597.026.813-59,Guilherme Novaes,20,Masculino,guilherme_novaes_597@cepedi.com,788,9.640895364170255,9.961205394519428,5.627516804477542,Sim,8.0
125.896.074-58,Amanda Barbosa,20,Feminino,amanda_barbosa_125@cepedi.com,650,7.4072541266141005,9.978631401483309,,Sim,6.0
280.396.754-56,Laura Cardoso,18,Feminino,laura_cardoso_280@cepedi.com,730,6.241211369676893,9.093423500342016,6.272535298135189,Não,
938.027.614-13,Antônio Rodrigues,24,Masculino,antônio_rodrigues_938@cepedi.com,767,8.778943572600857,6.756564155487817,5.774753833261277,Não,
918.235.704-88,Sra. Ana Mendes,26,Feminino,sra._ana_mendes_918@cepedi.com,730,9.724557911108356,7.547691309560437,6.745315570732783,Não,
861.359.704-10,Melissa Ribeiro,22,Feminino,melissa_ribeiro_861@cepedi.com,689,5.47797791925667,6.388719761578255,6.049702419167097,Não,
041.296.853-33,Gabriel Martins,22,Masculino,gabriel_martins_041@cepedi.com,646,9.551101012678224,7.3953581217586795,9.078911879218083,Não,
058.496.132-42,Srta. Ana Vitória Cavalcanti,20,Feminino,srta._ana_vitória_cavalcanti_058@cepedi.com,651,8.665129971704726,7.433571558280347,9.98492227318852,Não,
723.560.419-07,Marcos Vinicius da Costa,26,Masculino,marcos_vinicius_da_costa_723@cepedi.com,701,7.07049294935182,6.813484987176912,7.430846565453238,Não,
196.520.347-70,Nathan da Conceição,25,Masculino,nathan_da_conceição_196@cepedi.com,755,,,,Sim,2.0
149.758.230-04,Manuela Souza,22,Feminino,manuela_souza_149@cepedi.com,693,9.664568390260182,6.608737550538876,9.732514932282932,Sim,8.0
425.689.710-02,Carolina Cunha,24,Feminino,carolina_cunha_425@cepedi.com,753,8.746402125763838,,,Sim,4.0
650.871.243-80,Sr. Vitor Santos,19,Masculino,sr._vitor_santos_650@cepedi.com,734,8.169907223375215,,,Sim,3.0
214.598.670-76,Sra. Alícia Fernandes,22,Feminino,sra._alícia_fernandes_214@cepedi.com,651,7.247360957765239,8.211369310344471,7.981798711210586,Não,
719.582.340-79,Calebe Costela,19,Masculino,calebe_costela_719@cepedi.com,693,8.743153992259955,6.9525439104005065,6.962993867396312,Sim,7.0
845.037.216-07,Sr. Leonardo Dias,20,Masculino,sr._leonardo_dias_845@cepedi.com,756,8.037978942638972,8.285675253851833,8.14314741013022,Não,
852.934.670-00,Lara Monteiro,26,Feminino,lara_monteiro_852@cepedi.com,791,5.945040277057879,6.185416326688444,8.806574903044245,Sim,8.0
412.638.957-19,Gabriela Ribeiro,20,Feminino,gabriela_ribeiro_412@cepedi.com,746,9.409870777680798,7.618539922000956,9.065947871358901,Não,
327.916.580-68,Lucas Gabriel Moraes,20,Masculino,lucas_gabriel_moraes_327@cepedi.com,684,6.426302094365034,,,Sim,4.0
438.261.907-69,Heloísa Rodrigues,18,Feminino,heloísa_rodrigues_438@cepedi.com,753,6.04395514562066,8.944238790542169,6.906569643587167,Não,
956.238.071-86,Noah Fernandes,24,Masculino,noah_fernandes_956@cepedi.com,682,9.627815307620374,6.9079897413714875,5.029061067500807,Não,
849.632.071-50,Milena da Rocha,22,Feminino,milena_da_rocha_849@cepedi.com,667,6.464231754450364,6.2778304804152985,6.910155131138761,Não,
908.531.246-98,Bruno Gonçalves,23,Masculino,bruno_gonçalves_908@cepedi.com,756,8.60127392648674,9.3575306002902,8.659057648628899,Não,
098.653.124-33,Sarah Moura,23,Feminino,sarah_moura_098@cepedi.com,780,6.620488165994314,9.015302100483234,6.5802438182255845,Não,
031.675.982-12,Ryan Melo,18,Masculino,ryan_melo_031@cepedi.com,746,,,,Sim,2.0
063.597.214-06,Raul da Cruz,18,Masculino,raul_da_cruz_063@cepedi.com,731,8.71940355859773,9.010181242513868,,Sim,5.0
078.125.349-79,Sra. Giovanna Rodrigues,20,Feminino,sra._giovanna_rodrigues_078@cepedi.com,746,8.944957404515293,,,Sim,4.0
936.815.402-33,Ana Laura Nascimento,23,Feminino,ana_laura_nascimento_936@cepedi.com,669,7.2527072657860305,5.38510015661842,6.281461818995778,Não,
538.624.910-05,Letícia Pinto,26,Feminino,letícia_pinto_538@cepedi.com,728,9.415023234055168,9.765909794653355,5.327121533448887,Não,
702.516.493-34,Luiz Fernando Vieira,19,Masculino,luiz_fernando_vieira_702@cepedi.com,792,8.315521497461793,8.98613285821525,8.757966509434176,Não,
084.921.376-22,Srta. Luiza Costela,20,Feminino,srta._luiza_costela_084@cepedi.com,697,5.163345243825937,8.458965300090385,8.14513544587335,Não,
879.031.426-31,Rafaela Almeida,27,Feminino,rafaela_almeida_879@cepedi.com,791,6.598556106721122,,,Sim,3.0
319.746.802-31,Maria Luiza da Mata,25,Feminino,maria_luiza_da_mata_319@cepedi.com,771,5.5915780528121495,5.61696118965482,7.99138529177065,Não,
541.673.082-07,Felipe Lima,19,Masculino,felipe_lima_541@cepedi.com,771,5.446515890248251,,,Sim,4.0
320.854.796-00,Henrique Duarte,27,Masculino,henrique_duarte_320@cepedi.com,690,,,,Sim,2.0
836.190.274-04,Luiz Miguel Castro,23,Masculino,luiz_miguel_castro_836@cepedi.com,703,9.95739794762801,8.800460212034823,8.81339333702741,Não,
546.820.173-90,Beatriz Oliveira,24,Feminino,beatriz_oliveira_546@cepedi.com,688,,,,Sim,2.0
986.017.543-84,Davi Lucas Mendes,19,Masculino,davi_lucas_mendes_986@cepedi.com,666,9.275291670864842,5.020070070070154,7.023218963896439,Não,
289.743.156-37,Thales Carvalho,26,Masculino,thales_carvalho_289@cepedi.com,771,8.786988881478495,5.267605071262659,,Sim,5.0
529.476.301-06,Pedro Vieira,22,Masculino,pedro_vieira_529@cepedi.com,703,7.701900971224795,,,Sim,4.0
950.734.861-10,Dra. Julia Gomes,18,Feminino,dra._julia_gomes_950@cepedi.com,677,9.67008560742049,9.625139757790873,8.639773388268885,Sim,8.0
048.952.367-65,Luiza Cunha,27,Feminino,luiza_cunha_048@cepedi.com,739,5.167587481805612,5.673917173595677,8.343070889352493,Não,
015.249.376-06,Dr. Luiz Miguel Viana,25,Masculino,dr._luiz_miguel_viana_015@cepedi.com,773,9.940623839127412,,,Sim,3.0
683.205.194-89,Raquel Pinto,28,Feminino,raquel_pinto_683@cepedi.com,655,5.21986346029403,7.321081813659202,7.794016267592458,Não,
